age,education_level,duration_of_stay,monthly_income_usd,bank_balance_usd,prev_countries_visited,prev_visa_rejections,has_return_ticket,has_criminal_record,visa_approved,financial_ratio,travel_history_score,risk_flag,nationality_American,nationality_Australian,nationality_British,nationality_Canadian,nationality_Chinese,nationality_German,nationality_Indian,nationality_Nigerian,marital_status_Divorced,marital_status_Married,marital_status_Single,destination_country_Australia,destination_country_Canada,destination_country_France,destination_country_Germany,destination_country_UK,destination_country_USA,visa_type_Student,visa_type_Tourist,visa_type_Work
64,3,211,6997,89720,0,2,1,0,1,12.822638273545806,-2,2,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
40,2,153,7792,118664,7,1,0,0,1,15.228952772073923,6,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
49,1,12,11460,90965,17,0,0,0,1,7.93760907504363,17,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
43,3,257,8577,161689,5,5,1,1,0,18.85146321557654,0,6,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
23,3,43,4780,39715,9,0,1,0,1,8.30857740585774,9,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
65,1,27,4399,66640,9,1,0,0,1,15.14889747669925,8,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
46,2,139,6725,89873,18,4,0,0,0,13.364014869888475,14,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
69,0,100,11116,12201,15,3,0,1,0,1.0976070528967254,12,4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
61,1,153,5967,126952,6,3,0,0,0,21.275682922741748,3,3,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
29,3,240,13462,63883,14,3,0,0,0,4.745431585202793,11,3,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
22,2,104,12767,168478,12,4,1,0,0,13.196365630140205,8,4,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
39,0,45,2673,35013,13,1,1,0,0,13.098765432098766,12,1,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
53,1,210,12082,58190,6,1,1,0,1,4.816255586823374,5,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
29,0,168,14351,103201,7,5,0,0,0,7.19120618772211,2,5,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
68,1,174,4325,53177,13,5,0,0,0,12.295260115606936,8,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
32,0,228,2500,38467,0,5,0,0,0,15.3868,-5,5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
27,3,97,10338,125573,19,0,1,0,1,12.146740181853357,19,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
54,1,153,6190,23789,8,3,0,0,0,3.84313408723748,5,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
32,3,262,10076,175173,13,5,1,0,0,17.385172687574435,8,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
38,3,151,10316,145849,3,0,0,0,1,14.138134936021714,3,0,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
44,0,223,1208,85487,12,0,1,0,1,70.76738410596026,12,0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
60,0,176,920,143334,4,0,0,0,0,155.79782608695652,4,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
65,2,118,14199,79585,13,1,1,0,1,5.604972181139517,12,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
66,2,127,12525,19060,1,0,0,0,1,1.5217564870259481,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
46,3,219,7970,23726,3,1,0,0,1,2.9769134253450438,2,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
30,0,221,9122,173953,19,4,1,0,0,19.069611927208946,15,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
67,3,68,12445,26765,0,3,1,0,0,2.15066291683407,-3,3,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
63,2,89,566,179987,13,5,1,0,0,317.9982332155477,8,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
51,2,363,6916,21967,15,3,0,0,0,3.176257952573742,12,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
42,2,113,1543,24971,20,2,1,0,1,16.18340894361633,18,2,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
21,1,149,14303,49050,9,5,1,0,0,3.4293504859120465,4,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
59,2,87,8415,165719,6,1,1,0,1,19.69328579916815,5,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
24,2,160,3272,172567,1,2,0,0,0,52.74052567237164,-1,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
31,1,197,2730,125406,20,2,1,0,0,45.93626373626373,18,2,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
18,2,80,12094,47065,12,3,0,0,0,3.891599140069456,9,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
30,0,241,8298,125011,16,5,1,0,0,15.065196432875391,11,5,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
32,1,242,6994,186850,9,2,0,0,0,26.71575636259651,7,2,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
51,3,141,10856,26095,4,4,0,0,0,2.4037398673544583,0,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
29,0,110,14742,93315,16,0,1,0,1,6.32987382987383,16,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
48,1,293,6862,46082,20,4,1,0,0,6.715534829495774,16,4,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
68,1,30,8746,103418,13,3,1,0,0,11.824605533958382,10,3,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
28,1,300,7776,84403,1,5,1,0,0,10.854295267489713,-4,5,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False
57,3,93,10409,37308,15,5,1,0,0,3.58420597559804,10,5,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
41,0,204,10656,133571,11,3,1,0,0,12.534816066066066,8,3,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
46,3,57,6998,128690,9,2,1,0,1,18.389539868533866,7,2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
36,0,209,14071,68569,13,4,0,0,0,4.873072276312985,9,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
41,1,355,2368,53117,16,4,0,0,0,22.43116554054054,12,4,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
53,1,177,6970,23548,15,1,0,0,1,3.3784791965566714,14,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
50,0,351,14287,112672,16,4,0,0,0,7.886330230279275,12,4,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
32,1,17,9449,116457,2,4,1,0,0,12.324796274738068,-2,4,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
56,0,341,13194,90631,1,5,0,0,0,6.869107169925724,-4,5,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
64,1,348,7236,78783,0,4,1,0,0,10.887645107794361,-4,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
31,0,348,1503,125202,5,3,1,1,0,83.30139720558883,2,4,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False
52,3,184,9806,71012,12,2,1,0,1,7.24168876198246,10,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
69,2,342,11011,119115,5,2,0,0,1,10.817818545091272,3,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
43,1,63,9744,110164,0,0,0,0,1,11.305829228243022,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
53,3,29,12263,151156,8,3,1,0,0,12.326184457310609,5,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
42,1,183,9068,156913,13,4,0,0,0,17.304036171151303,9,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
21,0,297,12087,115573,12,0,1,0,1,9.561760569206585,12,0,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
47,0,132,7427,153760,3,0,0,0,1,20.702840985593106,3,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
25,1,292,2658,146483,3,3,1,0,0,55.11023325808879,0,3,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
24,3,151,3645,32308,16,1,1,0,1,8.863648834019205,15,1,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
67,0,195,8769,7535,6,2,0,0,0,0.8592769985175048,4,2,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
21,3,66,8399,154177,19,4,0,0,0,18.356590070246458,15,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
40,3,35,11651,25502,16,1,0,0,1,2.1888249935627844,15,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
20,1,363,8485,73670,12,5,1,0,0,8.682380671773718,7,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
68,1,91,3857,25106,0,0,1,0,0,6.509204044594244,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
19,2,126,1738,17924,10,0,0,0,1,10.313003452243958,10,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
26,3,322,7876,183551,11,1,1,0,1,23.30510411376333,10,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
23,1,363,11127,27435,13,1,0,0,1,2.4656241574548394,12,1,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True
62,1,192,3276,120553,7,4,1,0,0,36.79884004884005,3,4,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False
55,1,153,6528,26189,16,1,1,0,1,4.011795343137255,15,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
67,2,252,3863,194620,17,0,0,0,1,50.38053326430236,17,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
53,2,46,8204,145018,8,5,1,0,0,17.67649926864944,3,5,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
30,3,138,1740,24625,20,4,1,0,0,14.152298850574713,16,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
28,2,317,11728,51819,6,0,1,0,1,4.418400409276944,6,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
56,3,103,10208,25971,3,3,0,0,0,2.5441810344827585,0,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
45,1,262,9193,80262,9,4,1,0,0,8.730773414554552,5,4,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
26,3,96,6501,101272,3,4,1,0,0,15.577911090601447,-1,4,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
28,1,132,1769,95655,9,0,0,0,1,54.07292255511589,9,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
37,3,244,9554,88610,2,2,0,0,1,9.274649361523968,0,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
62,1,23,9220,52900,16,4,0,0,0,5.737527114967462,12,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
59,2,32,14610,61637,6,2,1,0,1,4.218822724161533,4,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
22,2,273,6567,56716,8,4,0,0,0,8.636515912897822,4,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
45,2,60,867,83891,20,4,0,0,0,96.760092272203,16,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
42,3,83,1336,48993,6,1,1,0,1,36.671407185628745,5,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
58,2,43,6753,159602,14,5,0,0,0,23.634236635569376,9,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
26,3,107,14630,131642,4,0,1,0,1,8.998086124401913,4,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
44,1,345,10314,186618,6,3,1,0,1,18.093659104130307,3,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
54,0,26,3050,110598,12,3,0,0,0,36.26163934426229,9,3,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
54,2,151,13686,103782,14,4,1,0,0,7.5830775975449365,10,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
65,0,97,5424,92575,19,3,1,0,0,17.067662241887906,16,3,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
22,1,264,6820,156882,10,2,0,0,1,23.003225806451614,8,2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
49,1,214,1951,133440,7,1,1,0,1,68.39569451563301,6,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
48,3,212,10014,54755,9,1,0,0,1,5.467845016976233,8,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
51,1,130,10049,52201,3,4,1,0,0,5.194646233456066,-1,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
54,2,18,10257,124988,1,0,1,1,1,12.185629326313737,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
58,0,354,9062,106201,10,0,0,0,1,11.719377620834253,10,0,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
68,0,133,11114,83071,3,0,1,0,1,7.474446643872593,3,0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
20,1,88,781,133908,20,2,0,0,0,171.45710627400769,18,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
21,1,333,3680,74065,14,5,0,0,0,20.126358695652176,9,5,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
33,1,30,6684,35526,1,4,1,0,0,5.31508078994614,-3,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
61,2,276,3960,167416,9,2,0,0,1,42.276767676767676,7,2,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
36,2,142,12914,119283,20,2,1,0,1,9.236719838934489,18,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
40,0,326,6942,46649,4,0,0,0,1,6.719821377124748,4,0,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
62,2,51,8420,61780,7,1,1,0,1,7.33729216152019,6,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
22,0,30,13832,69235,17,3,0,0,0,5.005422209369578,14,3,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
48,0,249,14604,28817,11,2,0,0,0,1.9732265132840319,9,2,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
61,3,349,9317,180349,16,3,1,0,0,19.356981861114093,13,3,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
19,2,183,5297,165965,19,5,0,0,0,31.331885973192374,14,5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
42,2,87,12729,138562,19,5,1,0,0,10.885536962840757,14,5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
36,3,227,14510,17122,1,1,1,0,1,1.1800137835975189,0,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
34,3,276,12223,192712,4,3,0,0,0,15.7663421418637,1,3,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True
65,1,57,8905,24123,9,1,1,0,1,2.7089275687815833,8,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
32,2,254,9984,124234,14,2,1,0,1,12.443309294871796,12,2,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
45,3,61,12607,102522,5,4,0,0,0,8.132148806218767,1,4,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
44,0,120,11071,130524,10,5,1,0,0,11.789720892421641,5,5,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
56,1,186,7604,80112,10,1,1,0,1,10.53550762756444,9,1,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False
31,2,222,13185,82859,5,2,0,0,0,6.284338263177854,3,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
64,2,149,3777,77036,12,3,0,0,0,20.396081546200687,9,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
47,2,171,14223,23169,12,5,1,0,0,1.6289812275891162,7,5,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
46,0,322,9085,181009,16,3,0,0,0,19.923940561364887,13,3,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
35,3,7,9567,47323,9,3,0,0,0,4.9464827009511865,6,3,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
30,2,307,6757,92867,14,2,1,0,1,13.743821222435992,12,2,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
44,2,8,11553,131740,3,5,1,0,0,11.40309876222626,-2,5,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
51,2,26,14146,143695,18,2,1,0,1,10.157995192987418,16,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
51,2,326,9128,168407,16,0,1,0,1,18.44949605609115,16,0,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
44,1,209,4902,58047,19,1,0,0,1,11.841493268053856,18,1,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
22,0,322,7475,36220,11,0,0,0,1,4.845484949832776,11,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
23,0,79,3182,115451,1,5,0,0,0,36.28252671275927,-4,5,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
21,1,54,5954,190406,6,4,1,0,0,31.979509573396037,2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
26,2,65,10132,190656,10,2,0,0,1,18.81721279115673,8,2,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
27,0,35,9832,177162,20,2,1,0,1,18.01891781936534,18,2,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
52,3,54,11877,29741,17,1,1,0,1,2.5040835227751117,16,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
66,0,342,12171,74512,18,3,1,0,0,6.122093500944869,15,3,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
44,0,87,14917,76656,12,1,0,0,1,5.138834886371254,11,1,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
56,1,140,7899,188517,16,0,1,0,1,23.865932396505887,16,0,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
66,1,96,5776,138722,13,0,1,0,1,24.01696675900277,13,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
61,0,298,11198,93320,16,3,0,0,0,8.333631005536702,13,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
53,2,298,9297,99520,1,0,0,0,1,10.704528342476067,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
69,1,85,9617,97703,3,3,1,0,0,10.159405219923054,0,3,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
33,3,22,14997,156878,15,2,0,0,1,10.46062545842502,13,2,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
20,3,192,7842,39877,12,5,0,0,0,5.085054832950778,7,5,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
69,0,324,5458,40533,4,4,1,0,0,7.426346647123489,0,4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
32,2,282,9447,166355,3,2,0,0,1,17.60929395575315,1,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
60,2,164,9331,182133,8,2,0,1,0,19.51912978244561,6,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
33,3,176,10136,121923,3,1,0,0,1,12.02870955011839,2,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
29,3,110,10994,117535,0,2,1,1,0,10.690831362561397,-2,3,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
58,1,340,14395,53278,8,4,0,0,0,3.701146231330323,4,4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
54,1,219,8783,9586,8,0,0,0,1,1.0914266196060571,8,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
65,3,336,12306,81259,6,3,1,0,0,6.603201690232407,3,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
25,1,256,14078,105417,17,1,1,0,1,7.488066486716863,16,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
69,3,206,3891,143638,17,1,1,1,0,36.91544590079671,16,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
50,0,84,6120,193234,10,3,0,0,0,31.574183006535947,7,3,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
43,3,50,12578,127523,19,5,1,0,0,10.13857529018922,14,5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
33,0,85,14112,191936,7,5,1,0,0,13.600907029478458,2,5,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
27,1,336,14166,143985,10,5,0,0,0,10.164125370605676,5,5,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
51,3,205,14134,44291,16,1,1,0,0,3.133649356162445,15,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
22,1,147,9322,159635,15,5,0,0,0,17.124544089251234,10,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
53,2,113,9685,88518,5,5,1,0,0,9.139700567888488,0,5,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
22,2,364,5621,137633,5,2,1,0,1,24.485500800569294,3,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
49,2,272,8189,109802,6,4,1,0,0,13.408474783245818,2,4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
67,3,309,8599,157312,10,5,1,0,0,18.294220258169556,5,5,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
53,0,74,11666,197070,0,5,1,0,0,16.892679581690384,-5,5,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
40,0,300,14434,137013,1,3,0,0,0,9.49237910489123,-2,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
57,1,345,6501,89903,3,5,0,0,0,13.829103214890017,-2,5,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
40,3,143,12631,122670,5,1,0,0,1,9.711820125089067,4,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
45,3,88,3658,141672,20,5,1,0,0,38.729360306178236,15,5,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
39,1,34,2559,126255,1,0,0,0,1,49.337631887456034,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
18,2,356,2682,121575,3,4,0,0,0,45.32997762863535,-1,4,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
41,2,217,621,20520,11,3,1,0,0,33.04347826086956,8,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
29,3,233,3048,37718,8,5,0,0,0,12.374671916010499,3,5,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
30,0,213,9829,70724,7,2,1,0,1,7.195442059212534,5,2,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
56,1,259,4113,141682,17,3,0,0,0,34.447362022854364,14,3,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
26,2,334,11073,30957,7,1,0,0,1,2.795719317258196,6,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
45,2,334,6844,103243,0,0,0,0,1,15.085184102863822,0,0,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
30,1,197,8202,159267,16,3,1,0,0,19.418068763716168,13,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
50,1,122,8899,5744,9,1,1,0,0,0.6454657826722103,8,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
66,0,110,14478,22877,18,2,0,0,0,1.5801215637518995,16,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
67,1,296,9308,192873,3,2,1,0,1,20.721207563386333,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
44,3,178,10156,99063,14,4,1,0,0,9.754135486411974,10,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
38,1,115,12480,83928,3,1,0,0,1,6.725,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
50,0,145,3348,180517,9,2,1,0,0,53.91786140979689,7,2,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
38,1,196,3475,120312,9,1,0,1,0,34.622158273381295,8,2,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
36,3,155,13678,199050,4,3,1,0,0,14.552566164643954,1,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
